filepath,filename,actor_id,actor_code,sentence_num,emotion,label,sample_rate,num_channels,duration,num_samples,file_size,sha256,split
audio/DC_a01.wav,DC_a01.wav,1,DC,1,anger,0,16000,1,3.6478,58365,116774,ed6c22c31ee79b709c6a66122792564cc7eabf8690a4d06b7b46ddde666b11ba,train
audio/DC_a02.wav,DC_a02.wav,1,DC,2,anger,0,16000,1,3.4381,55010,110064,ecbb2b4802d69e657b8ab5b8d43539ce5ab312da827c2919e283929fa4bd1960,train
audio/DC_a03.wav,DC_a03.wav,1,DC,3,anger,0,16000,1,2.0755,33208,66460,53576af46df6eb3ead28e4b65e9b73e1fb8aa5e47373cf62ab460c76fb54520c,train
audio/DC_a04.wav,DC_a04.wav,1,DC,4,anger,0,16000,1,2.7254,43606,87256,6de5271749b21250dc5229d69f7407da659706a902ea940077946e89eb63da3d,train
audio/DC_a05.wav,DC_a05.wav,1,DC,5,anger,0,16000,1,2.9979,47967,95978,1f2766995a5d4a9602b95c4f263fd05bd08d8ada817df58d2401665a45e8d0a7,train
audio/DC_a06.wav,DC_a06.wav,1,DC,6,anger,0,16000,1,3.7361,59777,119598,f4e51ee258190b2071915700684cd1a928aae95b9865dd76f0aec293ef5da1d0,train
audio/DC_a07.wav,DC_a07.wav,1,DC,7,anger,0,16000,1,2.6836,42938,85920,7e7a79e3c936171379a6cb88901f2da75a9415914ebf58c6a1a8f406bc4a00bc,train
audio/DC_a08.wav,DC_a08.wav,1,DC,8,anger,0,16000,1,3.473,55568,111180,082ea5c94777d3e5a26d32b3fd467bf15997ce6cee30dfe99bac840ec98978ae,train
audio/DC_a09.wav,DC_a09.wav,1,DC,9,anger,0,16000,1,4.0254,64407,128858,afc821b7798dc80f9f72b1d9b19d72af3dc55aa3d988870fa400882143b46939,train
audio/DC_a10.wav,DC_a10.wav,1,DC,10,anger,0,16000,1,4.6043,73669,147382,836fefe9876a16bc58e1d1d4d627e179ed4a97bc7e8a48317f191d189eb3dc7f,train
audio/DC_a11.wav,DC_a11.wav,1,DC,11,anger,0,16000,1,2.6574,42518,85080,3513d40c7c69ff4efba5a83c9a692aa2ade711483ed9e798629fca14613a0aa7,train
audio/DC_a12.wav,DC_a12.wav,1,DC,12,anger,0,16000,1,3.3151,53041,106126,21cca3d70bc2f9f08907653e711903128a29b13040dabb43458bf5b35c4d5866,train
audio/DC_a13.wav,DC_a13.wav,1,DC,13,anger,0,16000,1,4.6833,74932,149908,1b211457be886df4ef1feaeb1b519c2a794f8c9fb900a530960f6590c513f018,train
audio/DC_a14.wav,DC_a14.wav,1,DC,14,anger,0,16000,1,5.3936,86298,172640,3a625581758f4a6e1a38e4b122764a2ad19755c24a353063daee65258aef7907,train
audio/DC_a15.wav,DC_a15.wav,1,DC,15,anger,0,16000,1,4.92,78720,157484,172b5f3833c7387c345ab4520819a3bd3f1f74b92b1e0e0d8bd1d554190eb817,train
audio/DC_d01.wav,DC_d01.wav,1,DC,1,disgust,1,16000,1,4.3606,69769,139582,2f60463ad6aa0bede8d20bd1f78b131b8e64cd861fc6a78c7cbb352c6f9c77be,train
audio/DC_d02.wav,DC_d02.wav,1,DC,2,disgust,1,16000,1,3.9203,62725,125494,a180734c1b2cfa465446518033481f1e5923c770f68c45d87342d07f05ecbbe7,train
audio/DC_d03.wav,DC_d03.wav,1,DC,3,disgust,1,16000,1,2.348,37568,75180,0fdcfffdedb4eb8d32a147bdbc014a9fa92a0e91803f33fb69b73147f172c3d2,train
audio/DC_d04.wav,DC_d04.wav,1,DC,4,disgust,1,16000,1,4.3816,70105,140254,ce2fa3510e45ed557b47ca3987c2de88e4f23d3e81b37b5411f804d0b1bed3e7,train
audio/DC_d05.wav,DC_d05.wav,1,DC,5,disgust,1,16000,1,3.1027,49644,99332,ecb9b43b985fa73229a8bb79f7a86210653afe09963fe418f4d1fba6febe44ce,train
audio/DC_d06.wav,DC_d06.wav,1,DC,6,disgust,1,16000,1,3.3019,52830,105704,633f3a8fc2121a034637f2bb804c2f622c3de5a19362427b777d8daa33c4be1d,train
audio/DC_d07.wav,DC_d07.wav,1,DC,7,disgust,1,16000,1,2.6992,43187,86418,20ac149c8736599e24f5896b954bdebca3b6d5e18c3db9d1eb9a08964e933f04,train
audio/DC_d08.wav,DC_d08.wav,1,DC,8,disgust,1,16000,1,4.4025,70440,140924,e77ec177e4725e81c7f4943ef77f7d74082c1bc300ad3bd60c39eaf99af3ca70,train
audio/DC_d09.wav,DC_d09.wav,1,DC,9,disgust,1,16000,1,4.6384,74214,148472,0cf4df504e33adf4789586c266c17c43b6b4bb4aed76fbd23d44cc5825f38ad7,train
audio/DC_d10.wav,DC_d10.wav,1,DC,10,disgust,1,16000,1,4.5336,72537,145118,efd9eccede87ebabc1fc05867fce052cf2205d0a048d8353947542fb8f6f6c77,train
audio/DC_d11.wav,DC_d11.wav,1,DC,11,disgust,1,16000,1,3.5639,57023,114090,dede21728aca48f3deefe80597499d750437e735efffbfff33b3433dffeafd0d,train
audio/DC_d12.wav,DC_d12.wav,1,DC,12,disgust,1,16000,1,3.7212,59539,119122,c106f03ef010c2df4bd807c1bc8da00b8be1bc6c6af31380146c90eac3070dcf,train
audio/DC_d13.wav,DC_d13.wav,1,DC,13,disgust,1,16000,1,5.6341,90146,180336,9d6eb89e1395a1db44a2d061c47127eb7561c09bb77732c6e939c0ae9e1a2374,train
audio/DC_d14.wav,DC_d14.wav,1,DC,14,disgust,1,16000,1,5.6866,90986,182016,02f83ed72111931fdfeb1df62651f4e2a140fda6ccde60e6f78b5cdc822c5a37,train
audio/DC_d15.wav,DC_d15.wav,1,DC,15,disgust,1,16000,1,6.0558,96893,193830,c18580070e9de8cdd5032d9f63a9b30b94092f147f8af6f7f5ec312675b1ddf7,train
audio/DC_f01.wav,DC_f01.wav,1,DC,1,fear,2,16000,1,3.3124,52998,106040,7f9dc67803daac90525d621012ce2fbc243bc09da2edb8d7a7bfdc0521bbbd8c,train
audio/DC_f02.wav,DC_f02.wav,1,DC,2,fear,2,16000,1,3.3962,54339,108722,297bfbcee8f7171edbca0a43f655b14df03e8ea60eb0879542af2214afb81467,train
audio/DC_f03.wav,DC_f03.wav,1,DC,3,fear,2,16000,1,2.2851,36562,73168,e46f6872247f378d466c582216af0ba63dce657b0d7e3962768ff8242ddbb63f,train
audio/DC_f04.wav,DC_f04.wav,1,DC,4,fear,2,16000,1,3.0189,48302,96648,398af4363c47b058ff1b85419f88bd388bd12174c66f392651b0f2cedd155b39,train
audio/DC_f05.wav,DC_f05.wav,1,DC,5,fear,2,16000,1,3.2914,52662,105368,71bf269e8146a4f1828786c41a38d05c7b76026c7dc5e6587cab32dbe863f2fe,train
audio/DC_f06.wav,DC_f06.wav,1,DC,6,fear,2,16000,1,2.9874,47799,95642,7bc08e383d56f5a2ced11934903914fdf14444a32baafda19742d7ebb5f5e30b,train
audio/DC_f07.wav,DC_f07.wav,1,DC,7,fear,2,16000,1,3.6164,57862,115768,f2256a8be5ea5d27b9fafe5635cf2695488c6be032f384ab14fa094bcc146433,train
audio/DC_f08.wav,DC_f08.wav,1,DC,8,fear,2,16000,1,3.9046,62474,124992,c4243fe5f04433a7d0e4880a88460e5d53849cffadf414806cb53daafd865ff5,train
audio/DC_f09.wav,DC_f09.wav,1,DC,9,fear,2,16000,1,3.8784,62055,124154,f9a6ad84e4385ffdf2559d36643bbff8b6a425678a1d68d479c7bde65407d221,train
audio/DC_f10.wav,DC_f10.wav,1,DC,10,fear,2,16000,1,2.6729,42767,85578,748dad9e1173db52c4a874ed88541acd25f6aab60243bbf3bc7289e4b91b08b1,train
audio/DC_f11.wav,DC_f11.wav,1,DC,11,fear,2,16000,1,4.3239,69182,138408,13adf6b72453e882b672146a3a0323b458d2f5dad9e5f8c5c4d100bb918fe127,train
audio/DC_f12.wav,DC_f12.wav,1,DC,12,fear,2,16000,1,4.3763,70021,140086,a559ae54d7c5f4bbce51a57e87042a55ae1182b61da2b1f3c12ba5cbdd44abdf,train
audio/DC_f13.wav,DC_f13.wav,1,DC,13,fear,2,16000,1,2.4633,39413,78870,db3a702ebc2138ce955ec957faba3061d05556e724660c74879b727a982b1db0,train
audio/DC_f14.wav,DC_f14.wav,1,DC,14,fear,2,16000,1,4.9528,79245,158534,8bf2690546788c09b375c314eee98a2a538a4b6fc0bbd2066c1da2336237778a,train
audio/DC_f15.wav,DC_f15.wav,1,DC,15,fear,2,16000,1,5.1363,82180,164404,692c93a0926b65f846904b29a5d4632a7f3d007993cb78d7e678ccd156f41b8d,train
audio/DC_h01.wav,DC_h01.wav,1,DC,1,happiness,3,16000,1,3.8365,61384,122812,c84c8205118b7190fd42632f43b73aeec1b47332258039b4204172bd7ef3bffa,train
audio/DC_h02.wav,DC_h02.wav,1,DC,2,happiness,3,16000,1,3.3962,54339,108722,c21ec1b60dd127a2e44a6c156296b26130e6dced00680fb75d5a72a6c00cef44,train
audio/DC_h03.wav,DC_h03.wav,1,DC,3,happiness,3,16000,1,2.2641,36226,72496,19758dabb48bf74d11ff95c40a8bbddb66e9f9d17529f6921aa967b541cdf7b9,train
audio/DC_h04.wav,DC_h04.wav,1,DC,4,happiness,3,16000,1,3.2285,51656,103356,1da3e4d7379d83ba029a54f4c7008e9ad563c424cfc930b0a5bc51388ce8c2ec,train
audio/DC_h05.wav,DC_h05.wav,1,DC,5,happiness,3,16000,1,4.3606,69769,139582,f29046fd34b56db4afd3d7267d6a2450bb7e03934c1125e7f13b91efbbdb36ed,train
audio/DC_h06.wav,DC_h06.wav,1,DC,6,happiness,3,16000,1,3.4591,55346,110736,0ca0b08cec7c1dd0ffcb51911ad3381e5fcd0531517523d60267d8d125e469ea,train
audio/DC_h07.wav,DC_h07.wav,1,DC,7,happiness,3,16000,1,3.6059,57694,115432,76b9bcc4a1022397a8512927d6c84156a40a510bc21199ed24e816df5ebcbd2c,train
audio/DC_h08.wav,DC_h08.wav,1,DC,8,happiness,3,16000,1,2.5157,40251,80546,30c0c4b715269dcb97d7c54cb6e59ccd40c0678c32188aa5e822ecaeacb0ff91,train
audio/DC_h09.wav,DC_h09.wav,1,DC,9,happiness,3,16000,1,3.3334,53334,106712,8bb3ac577acec717a13b50a05ea0cf9a8286d544557728132f6c1221a12f2269,train
audio/DC_h10.wav,DC_h10.wav,1,DC,10,happiness,3,16000,1,3.3124,52998,106040,f018b09f5baa6a10eef5dbf56fff748a3d43d1edd9c2fa9a8b655c74cf0bdea8,train
audio/DC_h11.wav,DC_h11.wav,1,DC,11,happiness,3,16000,1,5.9748,95597,191238,3159edba7b3b9f41cecf7a5ed74e9f5bf1033e36698b518fdbb25280eee06f61,train
audio/DC_h12.wav,DC_h12.wav,1,DC,12,happiness,3,16000,1,5.6604,90566,181176,ba8fb737f9e6f3a6659ee527e042716b1d7f7725128c346a2e5e5aa45f59bae0,train
audio/DC_h13.wav,DC_h13.wav,1,DC,13,happiness,3,16000,1,2.7673,44277,88598,039719c4867a50ccc2464ce85c97e657e6afa7590477f009167072770d9fad2e,train
audio/DC_h14.wav,DC_h14.wav,1,DC,14,happiness,3,16000,1,5.4088,86541,173126,3227898dadf0cdff9b1169e6e92e2646d2ec736244395cbaff5d8dbd79580369,train
audio/DC_h15.wav,DC_h15.wav,1,DC,15,happiness,3,16000,1,5.8491,93585,187214,801776ddab6ba32b097a502bcb48e7dd41f899853e839948bdcfa25bcbcff97a,train
audio/DC_n01.wav,DC_n01.wav,1,DC,1,neutral,4,16000,1,3.7736,60377,120798,95d392fb0f66b8c07eb30bb0a6f06d7e5c589ebf1c0c2210c267e2921d5368c6,train
audio/DC_n02.wav,DC_n02.wav,1,DC,2,neutral,4,16000,1,3.7736,60377,120798,17fb740045b077095a4a88dc2adf8ee90642e4132858cf8bc91e4c0f81063bdd,train
audio/DC_n03.wav,DC_n03.wav,1,DC,3,neutral,4,16000,1,2.0545,32872,65788,58bcd1d6e704176733bad3fd47a2d38d549336780a5d7f7591ca9c938de65940,train
audio/DC_n04.wav,DC_n04.wav,1,DC,4,neutral,4,16000,1,3.6059,57694,115432,5537476fc28cff159192d6fa9232b1df3ac5d587a17a95254f093f15ae00abfb,train
audio/DC_n05.wav,DC_n05.wav,1,DC,5,neutral,4,16000,1,2.8302,45283,90610,cd584dbbf74c959e6a6b80814ca67d0d9ff3be542e430fd35f36394a3a1b8611,train
audio/DC_n06.wav,DC_n06.wav,1,DC,6,neutral,4,16000,1,4.1307,66092,132228,0690652c61628e4b396875892f2f0ba11d67c98898a4e7ab1be3377f81e0e978,train
audio/DC_n07.wav,DC_n07.wav,1,DC,7,neutral,4,16000,1,4.0518,64828,129700,9ffaa316e5365af7b61c3594a87609333b6ba18afc73a1048351247d0d0373f7,train
audio/DC_n08.wav,DC_n08.wav,1,DC,8,neutral,4,16000,1,3.4992,55988,112020,4dd864c89bf750b8d6ae1d1c4fedfdeeef79ccb885cf45882ea51f2ffd8b8be3,train
audio/DC_n09.wav,DC_n09.wav,1,DC,9,neutral,4,16000,1,3.7887,60619,121282,1734b03d516fa35c639b1c5a04c49394e8c9878383e1864f394d7bb2e2142d08,train
audio/DC_n10.wav,DC_n10.wav,1,DC,10,neutral,4,16000,1,4.1833,66933,133910,035cac2d9ab548c56d834e515f9a2562e891162c3b71f57067b40991cf79a586,train
audio/DC_n11.wav,DC_n11.wav,1,DC,11,neutral,4,16000,1,6.1566,98506,197056,0ae144f3131c6c2fc7a5c0ad60e89cb8dbcc7e0ba2323571f8f1b152e3e2b488,train
audio/DC_n12.wav,DC_n12.wav,1,DC,12,neutral,4,16000,1,2.9731,47569,95182,7882013c671a659dd0b1913f3600de63febaa08f010f6f9f082572bb5c0c679f,train
audio/DC_n13.wav,DC_n13.wav,1,DC,13,neutral,4,16000,1,2.7889,44622,89288,6695a6a5880472c9b6eaba7c1eab9736d4dde5e98126343461d7440eec7202fd,train
audio/DC_n14.wav,DC_n14.wav,1,DC,14,neutral,4,16000,1,5.0252,80404,160852,1c398d1923417487f755c0fa29ce5a3e7c599b8dc3029585ba63b94dd073a058,train
audio/DC_n15.wav,DC_n15.wav,1,DC,15,neutral,4,16000,1,5.1568,82509,165062,2958be8ecf8647486c518d81a823e7c0f487f8c8f30ce455e44e15a48c493469,train
audio/DC_n16.wav,DC_n16.wav,1,DC,16,neutral,4,16000,1,3.8155,61048,122140,b113eb45ef455f6038b6afdd3564e88912159e3ad6827d24f5ec5823c09e78e9,train
audio/DC_n17.wav,DC_n17.wav,1,DC,17,neutral,4,16000,1,3.4591,55346,110736,fe3f06326be67d89788bdefff4a9edd7f759650d938b7ccbcd90ab7d235d7598,train
audio/DC_n18.wav,DC_n18.wav,1,DC,18,neutral,4,16000,1,1.8868,30189,60422,6b84b58a64a41ea652d741660c0624e4a34e653a7c2ea6bdfb7245723927525f,train
audio/DC_n19.wav,DC_n19.wav,1,DC,19,neutral,4,16000,1,3.2495,51992,104028,1a09029a7a4b13c157dfb7c1810e78f04e3ea06476fccde84cd65c9ce4f93616,train
audio/DC_n20.wav,DC_n20.wav,1,DC,20,neutral,4,16000,1,3.2914,52662,105368,7bba61500c50642ebd5f6b5e2e3b0b167775e7f584b6770127f4c38a3e37ae55,train
audio/DC_n21.wav,DC_n21.wav,1,DC,21,neutral,4,16000,1,4.0781,65249,130542,60daf4ebc62bc92dbabdc390e64651e06b9caf132a3d809a4c12827f9c0787df,train
audio/DC_n22.wav,DC_n22.wav,1,DC,22,neutral,4,16000,1,3.052,48832,97708,890704d1fd10406d0af313a21c8180f6eb564971a4bc8cae2ae09dab7518a0f2,train
audio/DC_n23.wav,DC_n23.wav,1,DC,23,neutral,4,16000,1,3.3151,53042,106128,b1957e41f599a38ec38ffeffc33343eb111b5213b93990c2e0a3b7b58c85a4b8,train
audio/DC_n24.wav,DC_n24.wav,1,DC,24,neutral,4,16000,1,3.8676,61882,123808,e82c0d45b98d654a7a1d9c288e01f9bdaa8c04bff1c06d91eb6c87fe2e96a54f,train
audio/DC_n25.wav,DC_n25.wav,1,DC,25,neutral,4,16000,1,4.0255,64408,128860,58ccee5b24e73741737a18fe49f10c96d25ad44ab35678cd116126f8c53e241c,train
audio/DC_n26.wav,DC_n26.wav,1,DC,26,neutral,4,16000,1,3.1309,50095,100234,24bfb27de2f899064f7de26664bf1e9ca3628b061ba9b10a92c69155aaf75038,train
audio/DC_n27.wav,DC_n27.wav,1,DC,27,neutral,4,16000,1,5.4463,87140,174324,a8e93c50c669db812051d1cf8efa25607a18d1b1f1d1dae6c1c609059c27e22b,train
audio/DC_n28.wav,DC_n28.wav,1,DC,28,neutral,4,16000,1,5.4988,87981,176006,7202348879c3e6cdd17c5b33eae44a1518cc8eeaf9ae5d064838712735100cd0,train
audio/DC_n29.wav,DC_n29.wav,1,DC,29,neutral,4,16000,1,3.2887,52620,105284,22d4cd0881548ead08904c1a586e7d42d54bd2f142c2b911a18561e4973aff00,train
audio/DC_n30.wav,DC_n30.wav,1,DC,30,neutral,4,16000,1,4.6306,74090,148224,1ca8a8744db1afbe8e5ed7166545e9a6289e3bce9c2d29fa8db40a86fc385b50,train
audio/DC_sa01.wav,DC_sa01.wav,1,DC,1,sadness,5,16000,1,4.3192,69107,138258,e35bb7c4d821c0505328e474497679a7b4d4dc90c0605093ac93cb05104b226c,train
audio/DC_sa02.wav,DC_sa02.wav,1,DC,2,sadness,5,16000,1,3.9399,63039,126122,4a9f4495893e22f05eb94714da49b7fe822e9e60fd00856cff5ba6cc70db322e,train
